,description.languages,activity,sector,location.country,location.town,borrowers.gender,borrowers.pictured,terms.disbursal_currency,terms.loss_liability.nonpayment,terms.loss_liability.currency_exchange,delinquent,journal_totals.entries,terms.loan_amount,duration,status
603,,Crafts,Arts,Mexico,"Guadalupe, Nuevo Leon",F,TRUE,USD,partner,none,FALSE,1.0,650,171.0,paid
604,en,Services,Services,Azerbaijan,Beylagan,M,TRUE,USD,partner,none,FALSE,1.0,500,90.0,paid
605,en,Tailoring,Services,Sierra Leone,"Magburaka, Tonkolili",M,TRUE,USD,partner,none,FALSE,2.0,175,244.0,paid
606,,Personal Products Sales,Retail,Mexico,"San Nicolás De Los Garza, Nuevo León",F,TRUE,USD,partner,none,FALSE,1.0,475,170.0,paid
607,,Decorations Sales,Retail,Mexico,"Monterrey, Nuevo León",M,TRUE,USD,partner,none,FALSE,1.0,750,170.0,paid
608,,Crafts,Arts,Paraguay,Ita,M,TRUE,USD,partner,none,FALSE,1.0,100,146.0,paid
609,en,Grocery Store,Food,Cambodia,Siem Reap Province,F,TRUE,USD,partner,none,FALSE,2.0,500,584.0,paid
610,,Water Distribution,Services,Mozambique,Cidade De Maputo,M,TRUE,USD,partner,none,FALSE,2.0,1200,559.0,paid
611,,Vehicle Repairs,Services,Paraguay,San Ignacio,M,TRUE,USD,partner,none,FALSE,1.0,300,353.0,paid
612,es,Retail,Retail,Paraguay,Caaguazú,M,TRUE,USD,partner,none,FALSE,1.0,975,141.0,paid
613,en,Electronics Repair,Services,Azerbaijan,Baku,F,TRUE,USD,partner,none,FALSE,1.0,1000,366.0,paid
614,en,Clothing Sales,Clothing,Guatemala,"Paxixil, Totonicapan",F,TRUE,USD,partner,none,FALSE,4.0,275,366.0,paid
615,en,Food Market,Food,Guatemala,"Poxlajuj, Totonicapan",F,TRUE,USD,partner,none,FALSE,2.0,250,366.0,paid
616,,Soft Drinks,Food,Mexico,"Victoria, Tamaulipas",F,TRUE,USD,partner,none,FALSE,1.0,200,78.0,paid
617,en,Carpentry,Construction,Peru,Ayacucho,F,TRUE,USD,partner,none,FALSE,2.0,500,123.0,paid
618,en,Restaurant,Food,Philippines,"Poblacion, Diadi, Nueva Vizcaya",F,TRUE,PHP,partner,shared,FALSE,1.0,125,95.0,paid
619,en,Farming,Agriculture,Cambodia,Takeo Province,F,TRUE,USD,partner,none,FALSE,1.0,1000,119.0,paid
620,en,Retail,Retail,Philippines,Ozamiz City,M,TRUE,PHP,partner,shared,FALSE,2.0,325,115.0,paid
621,en,General Store,Retail,Philippines,Baliangao Misamis Occidental,F,TRUE,PHP,partner,shared,FALSE,2.0,75,101.0,paid
622,en,Food Production/Sales,Food,Philippines,"Catadman, Ozamiz City Mis. Occidental",F,TRUE,PHP,partner,shared,FALSE,2.0,225,78.0,paid
623,en,Food Production/Sales,Food,Philippines,"Roxas, Solano, Nueva Vizcaya",F,TRUE,PHP,partner,shared,FALSE,1.0,125,81.0,paid
624,,General Store,Retail,Nicaragua,Managua,F,TRUE,NIO,partner,partner,FALSE,1.0,675,57.0,paid
625,en,Transportation,Transportation,Cambodia,Phnom Penh,F,TRUE,USD,partner,none,FALSE,1.0,1200,87.0,paid
626,en,Fruits & Vegetables,Food,Philippines,"Buliwao, Quezon, Nueva Vizcaya",F,TRUE,PHP,partner,shared,FALSE,1.0,225,71.0,paid
627,en,Fruits & Vegetables,Food,Philippines,"Buliwao,quezon, Nueva Vizcaya",F,TRUE,PHP,partner,shared,FALSE,1.0,125,71.0,paid
628,en,Manufacturing,Manufacturing,Philippines,"Punit Benito Soliven, Isabela",F,TRUE,PHP,partner,shared,FALSE,1.0,125,64.0,paid
629,en,Pigs,Agriculture,Philippines,"Paniki, Bagabag, Nueva Vizcaya",M,TRUE,PHP,partner,shared,FALSE,1.0,225,67.0,paid
630,en,Farming,Agriculture,Azerbaijan,Salyan Region,M,TRUE,USD,partner,none,FALSE,1.0,1200,429.0,paid
631,en,Food Production/Sales,Food,Tajikistan,Khujand,F,TRUE,USD,partner,none,FALSE,2.0,900,291.0,paid
632,,Food Market,Food,Ecuador,Guayaquil,M,TRUE,USD,partner,none,FALSE,1.0,400,185.0,paid
633,en,Food Market,Food,Tajikistan,Khujand,M,TRUE,USD,partner,none,FALSE,2.0,200,139.0,paid
634,en,Used Clothing,Clothing,Kenya,Nairobi,F,TRUE,USD,lender,none,TRUE,1.0,650,,defaulted
635,en,General Store,Retail,Ecuador,Guayaquil,F,TRUE,USD,partner,none,FALSE,2.0,925,205.0,paid
636,,Food Market,Food,Ecuador,Guayaquil,M,TRUE,USD,partner,none,FALSE,2.0,525,183.0,paid
637,en,Farming,Agriculture,Viet Nam,Ham Thuan Nam,F,TRUE,USD,partner,none,FALSE,3.0,75,153.0,paid
638,en,Retail,Retail,Tajikistan,Kanibadam,F,TRUE,USD,partner,none,FALSE,2.0,900,294.0,paid
639,en,Fish Selling,Food,Paraguay,Mariano R. Alonso,F,TRUE,USD,partner,none,FALSE,1.0,400,293.0,paid
640,,Clothing Sales,Clothing,Mexico,"San Nicolás De Los Garza, Nuevo León",F,TRUE,USD,partner,none,FALSE,1.0,250,109.0,paid
641,en,Auto Repair,Services,Paraguay,Ita,M,TRUE,USD,partner,none,FALSE,1.0,400,135.0,paid
642,,Retail,Retail,Tajikistan,Isfara,F,TRUE,USD,partner,none,FALSE,2.0,600,291.0,paid
643,,Retail,Retail,Tajikistan,Isfara,F,TRUE,USD,partner,none,FALSE,2.0,800,292.0,paid
644,en,Auto Repair,Services,Ecuador,Guayaquil,M,TRUE,USD,lender,none,TRUE,1.0,1200,,defaulted
645,,Grocery Store,Food,Honduras,Choluteca,F,TRUE,USD,lender,none,FALSE,1.0,250,353.0,paid
646,en,Sewing,Services,Tajikistan,Khujand,F,TRUE,USD,partner,none,FALSE,2.0,600,171.0,paid
647,ru,Cattle,Agriculture,Tajikistan,Isfara,F,TRUE,USD,partner,none,FALSE,2.0,600,291.0,paid
648,en,Food Production/Sales,Food,Cambodia,Kampong Cham Province,F,TRUE,USD,partner,none,FALSE,2.0,600,565.0,paid
649,en,General Store,Retail,Haiti,Trou-du-nord,F,TRUE,USD,partner,none,FALSE,2.0,750,223.0,paid
650,,Grocery Store,Food,Mexico,Teopisca,F,TRUE,USD,partner,none,FALSE,1.0,925,335.0,paid
651,en,Food Market,Food,Nigeria,"Asaba, Delta State",F,TRUE,USD,partner,none,FALSE,2.0,800,237.0,paid
652,,Auto Repair,Services,Paraguay,Ybycuí,M,TRUE,USD,partner,none,FALSE,1.0,300,127.0,paid
653,,Clothing Sales,Clothing,Bolivia,El Alto,M,TRUE,USD,partner,none,FALSE,6.0,250,374.0,paid
654,en,Cattle,Agriculture,Cambodia,Thommoney Village,F,TRUE,KHR,lender,shared,FALSE,1.0,500,88.0,paid
655,,Construction,Construction,Mexico,Acuna,M,TRUE,USD,partner,none,FALSE,1.0,1000,367.0,paid
656,en,Charcoal Sales,Retail,Kenya,Nakuru,F,TRUE,USD,lender,none,TRUE,1.0,600,,defaulted
657,en,Clothing Sales,Clothing,Ecuador,Guayaquil,F,TRUE,USD,lender,none,TRUE,1.0,1200,,defaulted
658,en,Bakery,Food,Tajikistan,Khujand,F,TRUE,USD,partner,none,FALSE,3.0,250,139.0,paid
659,en,Pharmacy,Health,Tanzania,Dar Es Salaam,M,TRUE,USD,partner,none,FALSE,1.0,1000,493.0,paid
660,,Agriculture,Agriculture,Togo,Aného,M,TRUE,USD,partner,none,FALSE,1.0,950,528.0,paid
661,en,Farming,Agriculture,Pakistan,Lahore,F,TRUE,USD,partner,none,FALSE,2.0,300,367.0,paid
662,en,Food,Food,Cambodia,Kean Svay District,F,TRUE,USD,partner,none,FALSE,3.0,500,243.0,paid
663,en,Beauty Salon,Services,Kenya,"Kibera Slums, Nairobi",F,TRUE,KES,lender,partner,TRUE,3.0,200,,defaulted
664,,Retail,Retail,Bolivia,El Alto,F,TRUE,USD,partner,none,FALSE,3.0,150,244.0,paid
665,en,General Store,Retail,Sierra Leone,Kabala,F,TRUE,USD,partner,none,FALSE,2.0,250,304.0,paid
666,,Butcher Shop,Food,Tajikistan,Khujand,F,TRUE,USD,partner,none,FALSE,2.0,175,108.0,paid
667,en,Textiles,Arts,Sierra Leone,Makeni,F,TRUE,USD,partner,none,FALSE,2.0,200,243.0,paid
668,en,Clothing Sales,Clothing,Tajikistan,Khujand,F,TRUE,USD,partner,none,FALSE,2.0,400,117.0,paid
669,,Grocery Store,Food,Mexico,"Saltillo, Coahuila",F,TRUE,USD,partner,none,FALSE,1.0,325,79.0,paid
670,en,Retail,Retail,Tajikistan,Khujand,F,TRUE,USD,partner,none,FALSE,2.0,400,116.0,paid
671,,General Store,Retail,Peru,Nueva Requena - Ucayali,F,TRUE,USD,partner,none,FALSE,1.0,800,122.0,paid
672,en,Photography,Services,Pakistan,Lahore,F,TRUE,USD,partner,none,FALSE,2.0,175,367.0,paid
673,es,Retail,Retail,Peru,"Victor Larco, Trujillo - La Libertad",F,TRUE,USD,partner,none,FALSE,1.0,375,122.0,paid
674,en,Fish Selling,Food,Sierra Leone,"Magburaka, Tonkolili",F,TRUE,USD,partner,none,FALSE,2.0,175,243.0,paid
675,,Mobile Phones,Retail,Bolivia,La Paz / El Alto,F,TRUE,USD,partner,none,FALSE,1.0,300,182.0,paid
676,en,Food Production/Sales,Food,Paraguay,Ita,M,TRUE,USD,partner,none,FALSE,1.0,250,111.0,paid
677,,Butcher Shop,Food,Paraguay,Ita,F,TRUE,USD,partner,none,FALSE,1.0,200,109.0,paid
678,,Retail,Retail,Peru,Callería - Ucayali,F,TRUE,USD,partner,none,FALSE,1.0,625,122.0,paid
679,,Bakery,Food,Indonesia,Sempidi,F,TRUE,USD,partner,none,FALSE,2.0,75,138.0,paid
680,,Manufacturing,Manufacturing,Bolivia,Santa Cruz De La Sierra,M,TRUE,USD,partner,none,FALSE,2.0,1000,578.0,paid
681,en,Personal Products Sales,Retail,Dominican Republic,Los Alcarrizos,F,TRUE,USD,partner,none,FALSE,1.0,275,182.0,paid
682,,Cosmetics Sales,Retail,Ecuador,Guayaquil,F,TRUE,USD,lender,none,FALSE,1.0,675,245.0,paid
683,en,Cattle,Agriculture,Azerbaijan,Saatli,M,TRUE,USD,partner,none,FALSE,1.0,1200,484.0,paid
684,en,Retail,Retail,Azerbaijan,Saatli Town,F,TRUE,USD,partner,none,FALSE,1.0,500,388.0,paid
685,en,Fish Selling,Food,Ecuador,Guayaquil,F,TRUE,USD,lender,none,TRUE,1.0,550,,defaulted
686,,Retail,Retail,Paraguay,Caaguazú,F,TRUE,USD,partner,none,FALSE,1.0,1000,106.0,paid
687,,Clothing Sales,Clothing,Ecuador,Guayaquil,F,TRUE,USD,lender,none,TRUE,1.0,525,,defaulted
688,,Restaurant,Food,Ecuador,Guayaquil,M,TRUE,USD,lender,none,TRUE,1.0,400,,defaulted
689,,Home Products Sales,Retail,Ecuador,Guayaquil,F,TRUE,USD,lender,none,TRUE,1.0,675,,defaulted
690,en,Farming,Agriculture,Azerbaijan,Salyan Region,M,TRUE,USD,partner,none,FALSE,1.0,1200,454.0,paid
691,en,Sewing,Services,Samoa,"Faleseela, Lefaga",F,TRUE,USD,lender,none,FALSE,2.0,1200,455.0,paid
692,,Services,Services,Viet Nam,Hung Nguyen,F,TRUE,USD,partner,none,FALSE,2.0,250,367.0,paid
693,,Tailoring,Services,Togo,Gapé,F,TRUE,USD,partner,none,FALSE,1.0,1000,455.0,paid
694,fr,General Store,Retail,Togo,Lomé,F,TRUE,USD,partner,none,FALSE,1.0,500,455.0,paid
695,,Restaurant,Food,Togo,Tsévié,F,TRUE,USD,partner,none,FALSE,1.0,850,455.0,paid
696,,Clothing Sales,Clothing,Togo,Lomé,F,TRUE,USD,partner,none,FALSE,1.0,500,455.0,paid
697,en,Retail,Retail,Azerbaijan,Khachmaz Region,F,TRUE,USD,partner,none,FALSE,1.0,1000,453.0,paid
698,en,Shoe Sales,Retail,Sierra Leone,"Magburaka, Tonkolili",M,TRUE,USD,partner,none,FALSE,2.0,175,244.0,paid
699,,Restaurant,Food,Mexico,Nuevo Laredo,M,TRUE,USD,partner,none,FALSE,1.0,1200,369.0,paid
700,,Agriculture,Agriculture,Viet Nam,Hung Nguyen,F,TRUE,USD,partner,none,FALSE,2.0,625,368.0,paid
701,en,Personal Products Sales,Retail,Uganda,Kampala,M,TRUE,USD,lender,none,FALSE,1.0,1200,182.0,paid
702,en,Sewing,Services,Samoa,Tuanai,F,TRUE,USD,lender,none,FALSE,2.0,300,453.0,paid
703,en,Grocery Store,Food,Viet Nam,"Long My, Hau Giang",F,TRUE,USD,partner,none,FALSE,2.0,75,304.0,paid
704,en,Food Market,Food,Kenya,Mombasa,M,TRUE,USD,lender,none,TRUE,1.0,600,,defaulted
705,,Cosmetics Sales,Retail,Mexico,"Apodaca, N. L.",F,TRUE,USD,partner,none,FALSE,1.0,275,140.0,paid
706,,Home Products Sales,Retail,Mexico,"Monclova,coahuila",F,TRUE,USD,partner,none,FALSE,1.0,750,169.0,paid
707,es,Grocery Store,Food,Mexico,"Monclova,coahuila",F,TRUE,USD,partner,none,FALSE,1.0,925,170.0,paid
708,,Weaving,Arts,Mexico,Zinacantan,F,TRUE,USD,partner,none,FALSE,1.0,1025,335.0,paid
709,,Food Production/Sales,Food,Mexico,San Cristobal De Las Casas,F,TRUE,USD,partner,none,FALSE,1.0,750,335.0,paid
710,en,Film,Arts,Tanzania,Dar Es Salaam,M,TRUE,USD,partner,none,FALSE,1.0,550,356.0,paid
711,en,Charcoal Sales,Retail,Kenya,"Malaba  Kamuriai Location, Teso - Kenya",M,TRUE,USD,partner,none,FALSE,1.0,75,243.0,paid
712,,Retail,Retail,Mexico,"Sabinas Hidalgo, Nuevo León",M,TRUE,USD,partner,none,FALSE,1.0,925,168.0,paid
713,en,Crafts,Arts,Cambodia,Khsach Kandal District,F,TRUE,USD,partner,none,FALSE,2.0,1000,273.0,paid
714,en,Weaving,Arts,Cambodia,Kean Svay District,F,TRUE,USD,partner,none,FALSE,2.0,1200,629.0,paid
715,,Clothing Sales,Clothing,Tajikistan,Khujand,F,TRUE,USD,partner,none,FALSE,2.0,450,230.0,paid
716,,Food Production/Sales,Food,Tajikistan,Khujand,M,TRUE,USD,partner,none,FALSE,2.0,450,230.0,paid
717,en,Food Market,Food,Nigeria,Benin City,F,TRUE,USD,partner,none,FALSE,2.0,400,243.0,paid
718,en,Food Market,Food,Azerbaijan,Saatli Town,M,TRUE,USD,partner,none,FALSE,1.0,500,378.0,paid
719,,Auto Repair,Services,Bolivia,El Alto,M,TRUE,USD,partner,none,FALSE,2.0,200,80.0,paid
720,,Retail,Retail,Peru,Callería - Ucayali,F,TRUE,USD,partner,none,FALSE,1.0,250,122.0,paid
721,en,Crafts,Arts,Nigeria,Benin City,F,TRUE,USD,partner,none,FALSE,2.0,625,243.0,paid
722,,Agriculture,Agriculture,Azerbaijan,Agsu,F,TRUE,USD,partner,none,FALSE,1.0,800,445.0,paid
723,en,Clothing Sales,Clothing,Ukraine,Ivano-frankivsk,M,TRUE,USD,partner,none,FALSE,1.0,800,172.0,paid
724,en,Food Market,Food,Nigeria,Benin City,F,TRUE,USD,partner,none,FALSE,2.0,550,243.0,paid
725,,Dairy,Agriculture,Bolivia,Chahuira-pampa,M,TRUE,USD,partner,none,FALSE,6.0,600,367.0,paid
726,en,Soft Drinks,Food,Nigeria,Benin City,F,TRUE,USD,partner,none,FALSE,2.0,1175,244.0,paid
727,,Weaving,Arts,Mexico,Larrainzar,F,TRUE,USD,partner,none,FALSE,1.0,750,348.0,paid
728,,Retail,Retail,Peru,Florencia De Mora - La Libertad,F,TRUE,USD,partner,none,FALSE,1.0,275,123.0,paid
729,en,Food Production/Sales,Food,Samoa,Vaitoloa,F,TRUE,USD,lender,none,FALSE,2.0,300,588.0,paid
730,en,Food Production/Sales,Food,Togo,Celine Simisi,F,TRUE,USD,lender,none,TRUE,1.0,300,,defaulted
731,,Food Market,Food,Indonesia,"Melaya, Bali",F,TRUE,USD,partner,none,FALSE,2.0,75,138.0,paid
732,en,Food Market,Food,Pakistan,Lahore,F,TRUE,USD,partner,none,FALSE,2.0,175,367.0,paid
733,en,Barber Shop,Services,Azerbaijan,Saatli Town,M,TRUE,USD,partner,none,FALSE,1.0,500,413.0,paid
734,en,Agriculture,Agriculture,Paraguay,Ita,M,TRUE,USD,partner,none,FALSE,1.0,1000,92.0,paid
735,en,Natural Medicines,Health,Cambodia,Kampong Cham,F,TRUE,USD,partner,none,FALSE,2.0,400,237.0,paid
736,,General Store,Retail,Mozambique,"Catembe, Maputo",F,TRUE,USD,partner,none,FALSE,2.0,400,248.0,paid
737,,Food Production/Sales,Food,Mexico,Ocosingo,F,TRUE,USD,partner,none,FALSE,1.0,950,213.0,paid
738,,Catering,Food,Peru,Huancayo,F,TRUE,USD,partner,none,FALSE,1.0,200,183.0,paid
739,es,Food Production/Sales,Food,Peru,Huancayo,F,TRUE,USD,partner,none,FALSE,1.0,200,183.0,paid
740,en,Food Production/Sales,Food,Samoa,Fagalii Uta,F,TRUE,USD,partner,none,FALSE,2.0,500,587.0,paid
741,,Food Production/Sales,Food,Peru,Juliaca,F,TRUE,USD,partner,none,FALSE,2.0,650,244.0,paid
742,en,Food Production/Sales,Food,Samoa,Samalaeulu Leauvaa,F,TRUE,USD,partner,none,FALSE,1.0,300,588.0,paid
743,,General Store,Retail,Mozambique,Magoanine-maputo,F,TRUE,USD,partner,none,FALSE,2.0,250,152.0,paid
744,,Bicycle Repair,Services,Peru,Juliaca,F,TRUE,USD,partner,none,FALSE,1.0,275,183.0,paid
745,en,Agriculture,Agriculture,Samoa,Mulivai Leauvaa,F,TRUE,USD,partner,none,FALSE,2.0,300,587.0,paid
746,en,Agriculture,Agriculture,Samoa,Fagalii Uta,F,TRUE,USD,partner,none,FALSE,2.0,300,586.0,paid
747,en,Taxi,Transportation,Ukraine,Ivano-frankivsk,M,TRUE,USD,partner,none,FALSE,1.0,200,171.0,paid
748,,Food Production/Sales,Food,Mexico,"Pedro Escobedo, Querétaro",F,TRUE,USD,partner,none,FALSE,1.0,750,168.0,paid
749,en,Grocery Store,Food,Cambodia,Kampong Cham,F,TRUE,USD,partner,none,FALSE,2.0,1200,583.0,paid
750,en,Retail,Retail,Tajikistan,Chkalovsk,F,TRUE,USD,partner,none,FALSE,4.0,1200,358.0,paid
751,en,Beauty Salon,Services,Sierra Leone,Kabala,M,TRUE,USD,partner,none,FALSE,2.0,275,306.0,paid
752,en,Retail,Retail,Azerbaijan,Imishli,M,TRUE,USD,partner,none,FALSE,1.0,1200,485.0,paid
753,en,Bakery,Food,Samoa,Vailoa Uta,F,TRUE,USD,lender,none,FALSE,2.0,300,607.0,paid
754,en,Crafts,Arts,Samoa,Saletele,F,TRUE,USD,partner,none,FALSE,2.0,300,599.0,paid
755,en,Clothing Sales,Clothing,Ukraine,Pavlograd,F,TRUE,USD,partner,none,FALSE,2.0,1200,172.0,paid
756,,Auto Repair,Services,Paraguay,Mariano R. Alonso,M,TRUE,USD,partner,none,FALSE,3.0,400,353.0,paid
757,,General Store,Retail,Peru,Juliaca,F,TRUE,USD,partner,none,FALSE,1.0,500,183.0,paid
758,en,Construction Supplies,Construction,Cambodia,Kampong Cham,F,TRUE,USD,partner,none,FALSE,2.0,700,581.0,paid
759,en,Food Production/Sales,Food,Nigeria,"Uromi, Edo State",F,TRUE,USD,partner,none,FALSE,3.0,550,241.0,paid
760,en,Shoe Sales,Retail,Ukraine,Kahovka,F,TRUE,USD,partner,none,FALSE,1.0,1200,171.0,paid
761,en,Cattle,Agriculture,Viet Nam,Ham Thuan Nam,M,TRUE,USD,partner,none,FALSE,1.0,75,214.0,paid
762,en,Electronics Sales,Retail,Uganda,Kayunga,F,TRUE,USD,partner,none,FALSE,2.0,600,183.0,paid
763,en,Clothing Sales,Clothing,Tajikistan,Chkalovsk,F,TRUE,USD,partner,none,FALSE,4.0,1200,363.0,paid
764,,Pigs,Agriculture,Viet Nam,Nghi Loc,F,TRUE,USD,partner,none,FALSE,2.0,325,367.0,paid
765,en,Shoe Sales,Retail,Uganda,Kayunga,F,TRUE,USD,partner,none,FALSE,2.0,300,124.0,paid
766,en,Cosmetics Sales,Retail,Ukraine,Zaporozhye,F,TRUE,USD,partner,none,FALSE,1.0,1200,170.0,paid
767,,Construction Supplies,Construction,Bolivia,Cochabamba,M,TRUE,USD,partner,none,FALSE,2.0,700,367.0,paid
768,en,Food Market,Food,Sierra Leone,"Magburaka, Tonkolili",F,TRUE,USD,partner,none,FALSE,2.0,175,244.0,paid
769,,Grocery Store,Food,Mexico,"Limon # 3324, Col. Moderna, Mty, N.l.",F,TRUE,USD,partner,none,FALSE,1.0,650,172.0,paid
770,en,General Store,Retail,Indonesia,"Leuwiliang, Bogor",F,TRUE,USD,partner,none,FALSE,1.0,100,247.0,paid
771,en,Clothing Sales,Clothing,Indonesia,"Leuwiliang, Bogor",F,TRUE,USD,partner,none,FALSE,1.0,100,247.0,paid
772,en,Clothing Sales,Clothing,Lebanon,Sid Al Bauchrieh - Beirut,F,TRUE,USD,partner,none,FALSE,1.0,1000,352.0,paid
773,,Grocery Store,Food,Paraguay,Paraguari,F,TRUE,USD,partner,none,FALSE,1.0,800,81.0,paid
774,,Cosmetics Sales,Retail,Ecuador,Guayaquil,F,TRUE,USD,lender,none,TRUE,1.0,1200,,defaulted
775,,Retail,Retail,Tajikistan,Isfara,F,TRUE,USD,partner,none,FALSE,1.0,1200,359.0,paid
776,,General Store,Retail,Peru,Pucallpa,F,TRUE,USD,partner,none,FALSE,1.0,200,183.0,paid
777,,Call Center,Services,Peru,Tarma,F,TRUE,USD,partner,none,FALSE,1.0,350,184.0,paid
778,,Pigs,Agriculture,Indonesia,"Melaya, Bali",F,TRUE,USD,partner,none,FALSE,2.0,150,157.0,paid
779,en,Farming,Agriculture,Cambodia,Pon-nhea Leu District,F,TRUE,USD,partner,none,FALSE,3.0,600,355.0,paid
780,en,General Store,Retail,Bulgaria,Smolian,F,TRUE,USD,partner,none,FALSE,1.0,700,359.0,paid
781,en,Clothing Sales,Clothing,Honduras,Danli,F,TRUE,USD,partner,none,FALSE,1.0,500,259.0,paid
782,en,Decorations Sales,Retail,Mexico,"Santa Catarina, Nuevo Leon",M,TRUE,USD,partner,none,FALSE,3.0,750,167.0,paid
783,en,Food Production/Sales,Food,Mexico,Nuevo Laredo,M,TRUE,USD,partner,none,FALSE,1.0,800,408.0,paid
784,en,Food Production/Sales,Food,Mexico,Nuevo Laredo,F,TRUE,USD,partner,none,FALSE,1.0,950,408.0,paid
785,en,Home Products Sales,Retail,Ecuador,Guayaquil,F,TRUE,USD,partner,none,FALSE,1.0,375,202.0,paid
786,en,Beauty Salon,Services,Mexico,Nuevo Laredo,F,TRUE,USD,partner,none,FALSE,1.0,900,403.0,paid
787,en,Plastics Sales,Retail,Honduras,Danli,F,TRUE,USD,partner,none,FALSE,1.0,400,138.0,paid
788,en,Food Production/Sales,Food,Mexico,Nuevo Laredo,M,TRUE,USD,partner,none,FALSE,1.0,850,403.0,paid
789,en,Agriculture,Agriculture,Moldova,Gradiste,M,TRUE,USD,partner,none,FALSE,1.0,375,303.0,paid
790,en,Food Production/Sales,Food,Kenya,Kiambu,F,TRUE,USD,lender,none,TRUE,1.0,300,,defaulted
791,en,Clothing Sales,Clothing,Togo,Lomé,F,TRUE,USD,partner,none,FALSE,2.0,850,295.0,paid
792,en,Phone Use Sales,Retail,Kenya,Nakuru,M,TRUE,USD,lender,none,TRUE,2.0,1000,,defaulted
793,en,Construction,Construction,Kenya,Ongata Rongai,F,TRUE,USD,lender,none,TRUE,2.0,450,,defaulted
794,en,Food Production/Sales,Food,Nigeria,Benin City,F,TRUE,USD,partner,none,FALSE,2.0,500,284.0,paid
795,en,Cafe,Food,Bulgaria,Blagoevgrad,F,TRUE,USD,partner,none,FALSE,1.0,700,191.0,paid
796,en,Clothing Sales,Clothing,Kenya,Nairobi City,F,TRUE,USD,lender,none,TRUE,1.0,75,,defaulted
797,en,Shoe Sales,Retail,Tanzania,Dar Es Salaam,F,TRUE,USD,partner,none,FALSE,1.0,750,91.0,paid
798,en,Beauty Salon,Services,Togo,Lomé,F,TRUE,USD,partner,none,FALSE,2.0,1000,363.0,paid
799,en,Dairy,Agriculture,Kenya,Kangema,F,TRUE,USD,lender,none,TRUE,1.0,250,,defaulted
800,en,Beauty Salon,Services,Kenya,Isinya,F,TRUE,USD,lender,none,TRUE,1.0,1200,,defaulted
801,en,Food Market,Food,Ecuador,Guayaquil,F,TRUE,USD,partner,none,FALSE,2.0,600,184.0,paid
802,en,Food Market,Food,Ecuador,Guayaquil,F,TRUE,USD,partner,none,FALSE,1.0,625,251.0,paid
803,en,Food Market,Food,Honduras,Tegucigalpa,F,TRUE,USD,partner,none,FALSE,1.0,1000,536.0,paid
804,en,Food Production/Sales,Food,Honduras,Tegucigalpa,F,TRUE,USD,partner,none,FALSE,1.0,200,168.0,paid
805,en,Food Market,Food,Nigeria,Benin City,F,TRUE,USD,partner,none,FALSE,2.0,400,243.0,paid
806,en,Food Production/Sales,Food,Honduras,Tegucigalpa,M,TRUE,USD,partner,none,FALSE,1.0,150,102.0,paid
807,en,Musical Performance,Entertainment,Bulgaria,Sliven,M,TRUE,USD,lender,none,FALSE,2.0,700,584.0,paid
808,en,Clothing Sales,Clothing,Moldova,Cahul,F,TRUE,USD,partner,none,FALSE,2.0,1875,126.0,paid
809,en,Restaurant,Food,Moldova,Slobozia Mare,F,TRUE,USD,partner,none,FALSE,2.0,1875,129.0,paid
810,en,General Store,Retail,Ghana,Accra,F,TRUE,USD,partner,none,FALSE,1.0,700,182.0,paid
811,en,Services,Services,Azerbaijan,Fizuli District,M,TRUE,USD,partner,none,FALSE,2.0,1000,365.0,paid
812,en,Cosmetics Sales,Retail,Ecuador,Guayaquil,F,TRUE,USD,partner,none,FALSE,2.0,475,179.0,paid
813,en,Arts,Arts,Kenya,Ongata Rongai,F,TRUE,USD,lender,none,TRUE,1.0,1400,,defaulted
814,en,Barber Shop,Services,Azerbaijan,Saatli Town,M,TRUE,USD,partner,none,FALSE,1.0,500,395.0,paid
815,en,Motorcycle Transport,Transportation,Cambodia,Phnom Penh,F,TRUE,USD,partner,none,FALSE,1.0,150,370.0,paid
816,en,Butcher Shop,Food,Azerbaijan,Saatli Town,M,TRUE,USD,partner,none,FALSE,1.0,500,394.0,paid
817,en,Weaving,Arts,Cambodia,Muk Kampoul District,F,TRUE,USD,partner,none,FALSE,2.0,400,270.0,paid
818,en,Services,Services,Lebanon,Abbassieh - South,F,TRUE,USD,partner,none,FALSE,2.0,300,171.0,paid
819,en,Food Market,Food,Azerbaijan,Devechi,M,TRUE,USD,partner,none,FALSE,1.0,1200,448.0,paid
820,en,General Store,Retail,Ecuador,Guayaquil,F,TRUE,USD,lender,none,TRUE,1.0,1200,,defaulted
821,en,Furniture Making,Manufacturing,Ecuador,Guayaquil,M,TRUE,USD,lender,none,TRUE,1.0,1075,,defaulted
822,en,Food Production/Sales,Food,Samoa,Saanapu Tai,F,TRUE,USD,partner,none,FALSE,2.0,700,605.0,paid
823,,General Store,Retail,Peru,Huancayo,M,TRUE,USD,partner,none,FALSE,2.0,100,183.0,paid
824,,Construction,Construction,Mexico,"Monterrey, Nuevo León",M,TRUE,USD,partner,none,FALSE,1.0,375,170.0,paid
825,en,Embroidery,Arts,Pakistan,Multan,F,TRUE,USD,partner,none,FALSE,1.0,250,371.0,paid
826,en,Manufacturing,Manufacturing,Cambodia,Kampong Cham Province,F,TRUE,USD,partner,none,FALSE,1.0,200,211.0,paid
