,description.languages,status,funded_amount,activity,sector,location.country,location.town,partner_id,borrowers.gender,borrowers.pictured,terms.disbursal_amount,terms.disbursal_currency,terms.loan_amount,terms.loss_liability.nonpayment,terms.loss_liability.currency_exchange,journal_totals.entries,delinquent,duration
391,,paid,525,General Store,Retail,Nicaragua,Leon,96,F,True,10000.0,NIO,525,partner,shared,1.0,False,151.0
392,en,paid,375,General Store,Retail,Liberia,Monrovia North,141,M,True,25000.0,LRD,375,partner,shared,1.0,False,139.0
393,en,paid,800,Transportation,Transportation,Cambodia,Siem Reap,106,M,True,800.0,USD,800,partner,none,1.0,False,181.0
394,en,paid,325,Fish Selling,Food,Philippines,"Danao, Plaridel, Misamis Occidental",126,F,True,15000.0,PHP,325,partner,shared,2.0,False,212.0
395,en,paid,425,General Store,Retail,Philippines,"Palao Solana, Cagayan",123,F,True,20000.0,PHP,425,partner,shared,2.0,False,190.0
396,,paid,350,Cereals,Food,Peru,Ayacucho,70,F,True,1000.0,PEN,350,partner,partner,1.0,False,142.0
397,en,paid,100,General Store,Retail,Philippines,"Mahayahay, Aurora, Zamboanga Del Sur",136,F,True,4000.0,PHP,100,partner,shared,2.0,False,200.0
398,,paid,175,General Store,Retail,Peru,Trujillo - La Libertad,72,F,True,500.0,PEN,175,partner,shared,1.0,False,156.0
399,,paid,500,Fruits & Vegetables,Food,Peru,San Martín,72,F,True,1500.0,PEN,500,partner,shared,1.0,False,219.0
400,en,paid,125,Charcoal Sales,Retail,Philippines,"Barangay Sinili, Santiago City",123,M,True,5000.0,PHP,125,partner,shared,1.0,False,187.0
401,,paid,1150,Agriculture,Agriculture,Peru,Tarma,71,F,True,3500.0,PEN,1150,partner,shared,2.0,False,210.0
402,en,paid,1900,Food Production/Sales,Food,Ukraine,Nikopol,26,F,True,14500.0,UAH,1900,lender,shared,1.0,False,187.0
403,en,paid,500,Livestock,Agriculture,Indonesia,"Melaya, Bali",82,F,True,5000000.0,IDR,500,lender,partner,1.0,False,207.0
404,en,paid,150,Clothing Sales,Clothing,Philippines,"Panduma, Tukuran, Zamboanga Del Sur",136,F,True,7000.0,PHP,150,partner,shared,2.0,False,191.0
405,,paid,550,Retail,Retail,Nicaragua,Leon,96,F,True,10500.0,NIO,550,partner,shared,1.0,False,44.0
406,en,paid,125,Clothing Sales,Clothing,Philippines,Brgy. Yumbing Camiguin,128,F,True,6000.0,PHP,125,partner,partner,2.0,False,113.0
407,en,paid,425,General Store,Retail,Philippines,"Manano, Mallig, Isabela",123,F,True,20000.0,PHP,425,partner,shared,2.0,False,180.0
408,en,paid,125,General Store,Retail,Philippines,"Purok 9, Tag-ibo, Dalipuga, Iligan City",128,F,True,5000.0,PHP,125,partner,partner,2.0,False,160.0
409,en,paid,150,Fishing,Food,Philippines,"Taboo,jimenez,misamis Occidental",126,F,True,7000.0,PHP,150,partner,shared,2.0,False,213.0
410,en,paid,225,Home Products Sales,Retail,Philippines,"Dumalinao, Zamboanga Del Sur",126,F,True,10000.0,PHP,225,partner,partner,2.0,False,209.0
411,,paid,2800,Retail,Retail,Peru,Comas,93,F,True,8400.0,PEN,2800,lender,partner,2.0,False,206.0
412,,paid,500,Bricks,Construction,Peru,Huancayo,71,F,True,1500.0,PEN,500,partner,shared,3.0,False,224.0
413,,paid,500,Crafts,Arts,Peru,"Puno, Puno",72,F,True,1500.0,PEN,500,partner,shared,1.0,False,207.0
414,en,paid,125,Waste Management,Services,Philippines,"Barangay Santiago, Iligan City",128,F,True,5000.0,PHP,125,partner,partner,2.0,False,158.0
415,,paid,675,Grocery Store,Food,Peru,Ayacucho,70,F,True,2000.0,PEN,675,partner,partner,1.0,False,190.0
416,,paid,175,Animal Sales,Agriculture,Peru,"Puno, Puno",72,F,True,500.0,PEN,175,partner,shared,1.0,False,113.0
417,,paid,750,General Store,Retail,Peru,San Martín,72,F,True,2200.0,PEN,750,partner,shared,1.0,False,209.0
418,en,paid,125,General Store,Retail,Philippines,"Naga, Jimenez, Misamis Occidental",126,F,True,5000.0,PHP,125,partner,shared,3.0,False,210.0
419,,paid,3525,Grocery Store,Food,The Democratic Republic of the Congo,Kinshasa,46,F,True,3510.0,USD,3525,partner,none,1.0,False,159.0
420,en,paid,675,Food Market,Food,Dominican Republic,Consuelo,44,F,True,24000.0,DOP,675,partner,partner,1.0,False,186.0
421,en,paid,475,Phone Use Sales,Retail,Nigeria,Lagos State,20,F,True,70000.0,NGN,475,partner,shared,1.0,False,179.0
422,,paid,550,Clothing Sales,Clothing,Peru,Ayacucho,70,F,True,1600.0,PEN,550,partner,partner,1.0,False,123.0
423,en,defaulted,500,Poultry,Agriculture,Kenya,Ugunja,32,F,True,500.0,USD,500,lender,none,1.0,True,288.0
424,,paid,1200,Personal Housing Expenses,Housing,Mexico,Acuna,18,M,True,1200.0,USD,1200,partner,none,1.0,False,367.0
425,,paid,1000,Services,Services,Mexico,Nuevo Laredo,18,M,True,1000.0,USD,1000,partner,none,1.0,False,366.0
426,en,paid,1200,Clothing Sales,Clothing,Azerbaijan,Sabirabad,56,F,True,1200.0,USD,1200,partner,none,2.0,False,578.0
427,,paid,925,Food Production/Sales,Food,Mexico,Bochil,51,F,True,925.0,USD,925,partner,none,1.0,False,245.0
428,,paid,300,Clothing Sales,Clothing,Honduras,Choluteca,5,F,True,300.0,USD,300,partner,none,2.0,False,169.0
429,es,paid,200,Retail,Retail,Bolivia,La Paz,48,F,True,200.0,USD,200,partner,none,2.0,False,168.0
430,,paid,1200,Transportation,Transportation,Togo,Afagnan,22,M,True,1200.0,USD,1200,partner,none,1.0,False,593.0
431,,paid,1200,Party Supplies,Retail,Mexico,Acuna,18,F,True,10000.0,MXN,1200,partner,partner,1.0,False,677.0
432,en,paid,1200,Bakery,Food,Iraq,Kirkuk,50,M,True,1200.0,USD,1200,partner,none,1.0,False,353.0
433,en,paid,1200,Clothing Sales,Clothing,Tajikistan,Khujand,47,F,True,1200.0,USD,1200,partner,none,3.0,False,355.0
434,,paid,925,Food Market,Food,Mexico,"Saltillo, Coahuila",16,F,True,925.0,USD,925,partner,none,1.0,False,169.0
435,,paid,600,Food Market,Food,Tajikistan,Khujand,47,F,True,600.0,USD,600,partner,none,2.0,False,140.0
436,en,paid,150,Grocery Store,Food,Sierra Leone,Makeni,57,F,True,150.0,USD,150,partner,none,2.0,False,244.0
437,en,defaulted,150,Spare Parts,Retail,Kenya,"Mayanja,bungoma District",27,F,True,150.0,USD,150,lender,none,1.0,True,
438,en,paid,500,Motorcycle Transport,Transportation,Cambodia,Phnom Penh,9,M,True,500.0,USD,500,partner,none,2.0,False,156.0
439,en,paid,1200,Cattle,Agriculture,Azerbaijan,Sabirabad,56,M,True,1200.0,USD,1200,partner,none,1.0,False,580.0
440,en,defaulted,650,Food Production/Sales,Food,Kenya,Nairobi,25,M,True,650.0,USD,650,lender,none,1.0,True,
441,en,paid,150,Clothing Sales,Clothing,Sierra Leone,Makeni,57,F,True,150.0,USD,150,partner,none,2.0,False,244.0
442,,paid,275,Cosmetics Sales,Retail,Mexico,"Saltillo, Coahuila",16,F,True,275.0,USD,275,partner,none,1.0,False,170.0
443,en,paid,375,Clothing Sales,Clothing,Viet Nam,Do Luong,67,F,True,375.0,USD,375,partner,none,2.0,False,366.0
444,en,paid,300,Motorcycle Transport,Transportation,Cambodia,Ta Khmao District,61,M,True,300.0,USD,300,partner,none,2.0,False,250.0
445,,paid,300,Bakery,Food,Bolivia,Santa Cruz,110,F,True,2000.0,BOB,300,lender,shared,2.0,False,130.0
446,,paid,3925,Retail,Retail,Ecuador,Cuenca,137,F,True,3905.0,USD,3925,partner,none,2.0,False,212.0
447,,paid,350,Crafts,Arts,Peru,Trujillo - La Libertad,72,F,True,1000.0,PEN,350,partner,shared,1.0,False,209.0
448,,paid,350,General Store,Retail,Peru,Juliaca,71,F,True,1000.0,PEN,350,partner,shared,1.0,False,211.0
449,,paid,1175,Fuel/Firewood,Retail,Peru,Juliaca,71,F,True,3500.0,PEN,1175,partner,shared,1.0,False,210.0
450,,paid,350,Restaurant,Food,Peru,Juliaca,71,F,True,1000.0,PEN,350,partner,shared,1.0,False,210.0
451,,paid,550,General Store,Retail,Peru,Lima,70,F,True,1600.0,PEN,550,partner,partner,2.0,False,185.0
452,,paid,275,Catering,Food,Peru,Lima,70,F,True,800.0,PEN,275,partner,partner,2.0,False,184.0
453,en,paid,125,Food Stall,Food,Philippines,"Comon, Mambajao Camiguin",128,M,True,5000.0,PHP,125,partner,partner,2.0,False,97.0
454,en,paid,675,Auto Repair,Services,Ukraine,Mikhailovka,26,M,True,5000.0,UAH,675,partner,shared,1.0,False,207.0
455,en,paid,225,Farming,Agriculture,Philippines,"Bunawan, Agusan Del Sur",125,F,True,10000.0,PHP,225,partner,partner,2.0,False,183.0
456,,paid,500,Motorcycle Transport,Transportation,Peru,Pucallpa,71,M,True,1500.0,PEN,500,partner,shared,1.0,False,196.0
457,en,paid,525,General Store,Retail,Philippines,"Sto Niño, South Cotabato",125,M,True,25000.0,PHP,525,partner,partner,2.0,False,153.0
458,,paid,675,Tourism,Services,Peru,Ayacucho,70,F,True,2000.0,PEN,675,partner,partner,1.0,False,163.0
459,,paid,350,Cereals,Food,Peru,Ayacucho,70,F,True,1000.0,PEN,350,partner,partner,1.0,False,163.0
460,,paid,675,Carpentry,Construction,Peru,Juliaca,71,F,True,2000.0,PEN,675,partner,shared,1.0,False,206.0
461,en,paid,175,Pigs,Agriculture,Philippines,"Sto Niño, South Cotabato",125,M,True,8000.0,PHP,175,partner,partner,2.0,False,148.0
462,en,paid,4125,Restaurant,Food,Uganda,Jinja,84,F,True,8620000.0,UGX,4125,lender,shared,1.0,False,146.0
463,,paid,1100,Dairy,Agriculture,Senegal,Kolda,105,F,True,500000.0,XOF,1100,partner,partner,1.0,False,196.0
464,,paid,550,Animal Sales,Agriculture,Senegal,Kolda,105,F,True,250000.0,XOF,550,partner,partner,1.0,False,181.0
465,,paid,2600,Services,Services,Bolivia,,73,F,True,18250.0,BOB,2600,partner,shared,1.0,False,199.0
466,en,paid,125,Electronics Sales,Retail,Philippines,"Magting, Mambajao Camiguin",128,M,True,5000.0,PHP,125,partner,partner,2.0,False,177.0
467,,paid,1000,Grocery Store,Food,Peru,,93,M,True,3000.0,PEN,1000,lender,partner,1.0,False,176.0
468,en,paid,125,General Store,Retail,Philippines,"San Isidro Bajo, Mis. Occ.",126,F,True,5000.0,PHP,125,partner,shared,2.0,False,192.0
469,en,paid,225,General Store,Retail,Philippines,Isabela,123,F,True,10000.0,PHP,225,partner,shared,1.0,False,192.0
470,en,paid,500,General Store,Retail,Philippines,Isabela,123,F,True,23000.0,PHP,500,partner,shared,1.0,False,191.0
471,en,paid,325,Pigs,Agriculture,Philippines,"Bago City, Negros Occidental",145,F,True,15000.0,PHP,325,lender,shared,1.0,False,190.0
472,,paid,3500,Cattle,Agriculture,Peru,Anta,119,F,True,10600.0,PEN,3500,lender,partner,1.0,False,155.0
473,,paid,2525,Retail,Retail,Bolivia,La Paz / El Alto,59,F,True,17676.75,BOB,2525,partner,partner,1.0,False,179.0
474,,paid,425,Food Production/Sales,Food,Peru,Lima,70,F,True,1200.0,PEN,425,partner,partner,2.0,False,179.0
475,,paid,450,Cafe,Food,Bolivia,La Paz,110,F,True,3000.0,BOB,450,lender,shared,1.0,False,158.0
476,en,paid,75,Fishing,Food,Philippines,Lopez Jaena Misamis Occidental,136,F,True,3000.0,PHP,75,partner,shared,2.0,False,93.0
477,en,paid,125,Farming,Agriculture,Philippines,"Veruela, Agusan Del Sur",125,F,True,6000.0,PHP,125,partner,partner,2.0,False,193.0
478,en,paid,525,Sewing,Services,Peru,Pucallpa-ucayali,72,F,True,1500.0,PEN,525,partner,shared,1.0,False,144.0
479,en,paid,225,Farming,Agriculture,Philippines,Nueva Vizcaya,123,F,True,10000.0,PHP,225,partner,shared,1.0,False,192.0
480,en,paid,425,Restaurant,Food,Peru,Pucallpa-ucayali,72,F,True,1200.0,PEN,425,partner,shared,1.0,False,175.0
481,en,paid,550,Clothing Sales,Clothing,Peru,Pucallpa-ucayali,72,F,True,1600.0,PEN,550,partner,shared,1.0,False,175.0
482,en,paid,125,General Store,Retail,Philippines,"Santiago City, Isabela",123,F,True,5000.0,PHP,125,partner,shared,1.0,False,190.0
483,en,paid,300,Food Market,Food,Liberia,Lofa Co. Northern Liberia,141,F,True,20000.0,LRD,300,partner,shared,1.0,False,141.0
484,,paid,350,Used Clothing,Clothing,Peru,Lima,70,F,True,1000.0,PEN,350,partner,partner,2.0,False,152.0
485,,paid,425,Crafts,Arts,Peru,Trujillo - La Libertad,72,F,True,1200.0,PEN,425,partner,shared,1.0,False,147.0
486,,paid,175,Retail,Retail,Peru,"Puno, Puno",72,F,True,500.0,PEN,175,partner,shared,1.0,False,123.0
487,,paid,175,Food Production/Sales,Food,Peru,"Puno, Puno",72,F,True,500.0,PEN,175,partner,shared,1.0,False,152.0
488,en,paid,1900,Poultry,Agriculture,Tanzania,Dar Es Salaam,87,M,True,2500000.0,TZS,1900,lender,partner,2.0,False,157.0
489,en,paid,200,Fruits & Vegetables,Food,Uganda,Kampala,112,F,True,400000.0,UGX,200,lender,shared,1.0,False,157.0
490,en,paid,125,Food Market,Food,Philippines,"Santiago City, Isabela",123,F,True,5000.0,PHP,125,partner,shared,1.0,False,185.0
491,en,paid,150,General Store,Retail,Philippines,"Ilagan, Isabela",123,F,True,7000.0,PHP,150,partner,shared,2.0,False,185.0
492,es,paid,275,Retail,Retail,Peru,"Puno, Puno",72,F,True,800.0,PEN,275,partner,shared,1.0,False,164.0
493,en,paid,25,Pigs,Agriculture,Philippines,"Canicapan, Clarin, Misamis Occidental",126,F,True,1000.0,PHP,25,partner,shared,2.0,False,199.0
494,,paid,525,Animal Sales,Agriculture,Peru,"Puno, Puno",72,F,True,1500.0,PEN,525,partner,shared,1.0,False,176.0
495,en,paid,125,Retail,Retail,Philippines,"Barangay 3, Talakag, Bukidnon",128,F,True,5000.0,PHP,125,partner,partner,2.0,False,154.0
496,,paid,225,Food Production/Sales,Food,Peru,"Puno, Puno",72,F,True,600.0,PEN,225,partner,shared,1.0,False,164.0
497,,paid,175,Animal Sales,Agriculture,Peru,"Puno, Puno",72,F,True,500.0,PEN,175,partner,shared,1.0,False,162.0
498,es,paid,175,General Store,Retail,Mexico,,18,F,True,2000.0,MXN,175,lender,shared,1.0,False,149.0
499,en,paid,75,Food Production/Sales,Food,Philippines,"Naasag, Mambajao Camiguin",128,F,True,3000.0,PHP,75,partner,partner,2.0,False,175.0
500,en,paid,1575,General Store,Retail,Uganda,Mukono,84,F,True,3200000.0,UGX,1575,lender,shared,2.0,False,151.0
501,,paid,425,Agriculture,Agriculture,Peru,Ayacucho,70,F,True,1200.0,PEN,425,partner,partner,1.0,False,148.0
502,,paid,350,General Store,Retail,Peru,Huancayo,71,M,True,1000.0,PEN,350,partner,shared,1.0,False,176.0
503,es,paid,850,Restaurant,Food,Peru,Huancayo,71,F,True,2500.0,PEN,850,partner,shared,2.0,False,176.0
504,en,paid,600,Food Market,Food,Cambodia,Kampong Chnang Province,9,F,True,600.0,USD,600,partner,none,1.0,False,158.0
505,en,paid,175,General Store,Retail,Philippines,"Banlag, Valencia City",128,F,True,8000.0,PHP,175,partner,partner,2.0,False,175.0
506,,paid,225,Retail,Retail,Peru,Ayacucho,70,F,True,600.0,PEN,225,partner,partner,1.0,False,146.0
507,en,paid,325,Farming,Agriculture,Philippines,"Trento, Agusan Del Sur",125,M,True,15000.0,PHP,325,partner,partner,2.0,False,165.0
508,en,paid,125,Food Production/Sales,Food,Philippines,Luyong Bonbon Opol Misamis Oriental,128,F,True,5000.0,PHP,125,partner,partner,2.0,False,154.0
509,en,paid,650,Food Market,Food,Nigeria,Lagos State,20,F,True,100000.0,NGN,650,partner,shared,1.0,False,117.0
510,en,paid,2375,Timber Sales,Construction,Uganda,Jinja,84,M,True,4840000.0,UGX,2375,lender,shared,1.0,False,130.0
511,,paid,300,Clothing Sales,Clothing,Nicaragua,Managua,120,F,True,6000.0,NIO,300,partner,partner,2.0,False,117.0
512,,paid,700,Cereals,Food,Peru,Ayacucho,70,F,True,2000.0,PEN,700,partner,partner,2.0,False,140.0
513,,paid,525,Personal Housing Expenses,Housing,Nicaragua,Chontales,98,F,True,10600.0,NIO,525,partner,partner,1.0,False,139.0
514,en,paid,800,Food Production/Sales,Food,Samoa,Vaitoloa,15,F,True,800.0,USD,800,partner,none,2.0,False,581.0
515,en,paid,1000,Taxi,Transportation,Azerbaijan,Khirdalan Settlement,30,M,True,1000.0,USD,1000,partner,none,1.0,False,429.0
516,en,paid,900,Construction Supplies,Construction,Ukraine,Ivano-frankivsk,26,F,True,900.0,USD,900,partner,none,3.0,False,234.0
517,en,paid,475,Cattle,Agriculture,Azerbaijan,Salyan Region,30,M,True,475.0,USD,475,partner,none,1.0,False,366.0
518,en,paid,1200,Livestock,Agriculture,Azerbaijan,Fizuli District,30,M,True,1200.0,USD,1200,partner,none,1.0,False,429.0
519,en,paid,725,Cattle,Agriculture,Azerbaijan,Fizuli District,30,F,True,725.0,USD,725,partner,none,1.0,False,366.0
520,en,paid,175,Fish Selling,Food,Sierra Leone,"Magburaka, Tonkolili",57,F,True,175.0,USD,175,partner,none,2.0,False,244.0
521,en,defaulted,75,Farming,Agriculture,Kenya,Muranga,6,F,True,75.0,USD,75,lender,none,1.0,True,
522,en,defaulted,400,Food Production/Sales,Food,Kenya,Nakuru,25,M,True,400.0,USD,400,lender,none,1.0,True,
523,en,defaulted,300,Fuel/Firewood,Retail,Kenya,Nakuru,25,F,True,300.0,USD,300,lender,none,1.0,True,
524,,paid,550,Manufacturing,Manufacturing,Paraguay,Ybycuí,58,M,True,550.0,USD,550,partner,none,1.0,False,172.0
525,,paid,650,Grocery Store,Food,Mexico,"Juárez, N. L.",16,M,True,650.0,USD,650,partner,none,1.0,False,170.0
526,en,paid,500,Retail,Retail,Cambodia,Siem Reap Province,9,F,True,500.0,USD,500,partner,none,2.0,False,300.0
527,en,paid,550,Restaurant,Food,Nigeria,"Asaba, Delta State",20,F,True,550.0,USD,550,partner,none,2.0,False,278.0
528,en,paid,625,Food Production/Sales,Food,Viet Nam,Ngoc Thanh,67,F,True,625.0,USD,625,partner,none,2.0,False,366.0
529,en,paid,450,Milk Sales,Food,Nigeria,Benin City,20,F,True,450.0,USD,450,partner,none,2.0,False,277.0
530,en,paid,500,Sewing,Services,Cambodia,Kampong Chnang Province,9,F,True,500.0,USD,500,partner,none,1.0,False,305.0
531,en,paid,400,Food Market,Food,Nigeria,Benin City,20,F,True,400.0,USD,400,partner,none,2.0,False,275.0
532,en,paid,750,Food Market,Food,Nigeria,Benin City,20,M,True,750.0,USD,750,partner,none,2.0,False,275.0
533,es,paid,1200,Construction,Construction,Mexico,Acuna,18,M,True,1200.0,USD,1200,partner,none,2.0,False,366.0
534,en,paid,500,Transportation,Transportation,Cambodia,Pon-nhea Leu District,61,M,True,500.0,USD,500,partner,none,2.0,False,271.0
535,es,paid,625,Clothing Sales,Clothing,Guatemala,"San Pedro Cutzan, Mazatenango",55,F,True,625.0,USD,625,partner,none,2.0,False,366.0
536,en,paid,900,Crafts,Arts,Cote D'Ivoire,Abobo,53,F,True,900.0,USD,900,partner,none,4.0,False,353.0
537,en,paid,900,Cosmetics Sales,Retail,Cote D'Ivoire,Adjamé-forum,53,F,True,900.0,USD,900,partner,none,4.0,False,353.0
538,,paid,475,Food Production/Sales,Food,Mexico,"Pedro Escobedo, Querétaro",16,F,True,475.0,USD,475,partner,none,1.0,False,170.0
539,,paid,375,Textiles,Arts,Mexico,Larrainzar,51,F,True,375.0,USD,375,partner,none,1.0,False,323.0
540,en,paid,1025,Animal Sales,Agriculture,Mexico,Teopisca,51,F,True,1025.0,USD,1025,partner,none,1.0,False,336.0
541,en,paid,1200,Computers,Services,Iraq,Kirkuk,50,F,True,1200.0,USD,1200,partner,none,1.0,False,352.0
542,en,paid,825,Food Market,Food,Dominican Republic,San Pedro De Macorís,44,F,True,825.0,USD,825,partner,none,2.0,False,200.0
543,en,defaulted,125,Bicycle Repair,Services,Kenya,"Myanga, Bungoma District",27,M,True,125.0,USD,125,lender,none,1.0,True,
544,en,paid,475,Clothing Sales,Clothing,Peru,Lima,70,F,True,1400.0,PEN,475,partner,partner,2.0,False,140.0
545,en,paid,125,Electronics Repair,Services,Philippines,"Santiago City, Isabela",123,M,True,5000.0,PHP,125,partner,shared,1.0,False,162.0
546,,paid,275,Animal Sales,Agriculture,Peru,"Puno, Puno",72,F,True,800.0,PEN,275,partner,shared,1.0,False,116.0
547,en,paid,2475,Restaurant,Food,Uganda,Bushenyi,84,F,True,5000000.0,UGX,2475,lender,shared,1.0,False,135.0
548,es,paid,550,Vehicle Repairs,Services,Peru,Ayacucho,70,F,True,1600.0,PEN,550,partner,partner,1.0,False,151.0
549,en,paid,125,Motorcycle Transport,Transportation,Philippines,"Ugad Cabagan, Isabela",123,M,True,5000.0,PHP,125,partner,shared,1.0,False,161.0
550,,paid,225,Grocery Store,Food,Bolivia,La Paz,110,F,True,1500.0,BOB,225,lender,shared,1.0,False,153.0
551,en,paid,4625,Grocery Store,Food,Tanzania,Dar Es Salaam,87,F,True,6050000.0,TZS,4625,lender,partner,2.0,False,135.0
552,en,paid,350,General Store,Retail,Peru,Pucallpa-ucayali,72,F,True,1000.0,PEN,350,partner,shared,1.0,False,164.0
553,en,paid,325,General Store,Retail,Philippines,"Sindangan, Zamboanga Del Norte",126,F,True,14900.0,PHP,325,partner,shared,2.0,False,159.0
554,en,paid,500,Catering,Food,Peru,Lima,70,F,True,1400.0,PEN,500,partner,partner,2.0,False,140.0
555,,paid,625,Tailoring,Services,Peru,Pucallpa-ucayali,72,F,True,1800.0,PEN,625,partner,shared,1.0,False,143.0
556,,paid,525,Retail,Retail,Peru,"Puno, Puno",72,F,True,1500.0,PEN,525,partner,shared,1.0,False,148.0
557,,paid,2850,Services,Services,Bolivia,,73,F,True,20000.0,BOB,2850,partner,shared,1.0,False,155.0
558,,paid,425,Cosmetics Sales,Retail,Peru,Lima,70,F,True,1200.0,PEN,425,partner,partner,2.0,False,134.0
559,,paid,350,Crafts,Arts,Peru,"Puno, Puno",72,F,True,1000.0,PEN,350,partner,shared,1.0,False,150.0
560,es,paid,400,Cosmetics Sales,Retail,Peru,San Martín,72,F,True,1100.0,PEN,400,partner,shared,1.0,False,143.0
561,en,paid,100,General Store,Retail,Philippines,Arcon Tumauini,123,F,True,4000.0,PHP,100,partner,shared,2.0,False,154.0
562,en,paid,100,General Store,Retail,Philippines,"Camiguin , Province",128,F,True,4000.0,PHP,100,partner,partner,2.0,False,154.0
563,en,paid,100,Retail,Retail,Philippines,"Tumauini, Isabela",123,F,True,4000.0,PHP,100,partner,shared,1.0,False,154.0
564,en,paid,500,Personal Housing Expenses,Housing,Lebanon,,115,M,True,500.0,USD,500,lender,none,1.0,False,149.0
565,en,paid,425,Bakery,Food,Philippines,"La Paz, Cabatuan Isabela",123,M,True,20000.0,PHP,425,partner,shared,1.0,False,150.0
566,en,paid,5000,Farming,Agriculture,Uganda,Ibanda,84,M,True,9800000.0,UGX,5000,lender,shared,1.0,False,116.0
567,,paid,275,Grocery Store,Food,Peru,Ayacucho,70,F,True,750.0,PEN,275,partner,partner,1.0,False,131.0
568,,paid,350,Retail,Retail,Peru,Juliaca,71,F,True,1000.0,PEN,350,partner,shared,1.0,False,136.0
569,en,paid,300,Food Market,Food,Liberia,Lofa Co. Northern Liberia,141,F,True,20000.0,LRD,300,partner,shared,1.0,False,141.0
570,es,paid,425,Taxi,Transportation,Peru,Lima,70,F,True,1200.0,PEN,425,partner,partner,1.0,False,123.0
571,en,paid,100,General Store,Retail,Philippines,"Rizaluna, Cordon, Isabela",123,F,True,4000.0,PHP,100,partner,shared,1.0,False,142.0
572,,paid,250,Clothing Sales,Clothing,Peru,Huancayo,71,F,True,700.0,PEN,250,partner,shared,1.0,False,142.0
573,en,paid,300,Fish Selling,Food,Liberia,,141,F,True,20000.0,LRD,300,lender,shared,1.0,False,137.0
574,,paid,650,Tailoring,Services,Nicaragua,Masaya,120,F,True,13000.0,NIO,650,partner,partner,2.0,False,115.0
575,,paid,250,Fruits & Vegetables,Food,Nicaragua,Masaya,120,F,True,5000.0,NIO,250,partner,partner,2.0,False,91.0
576,,paid,100,Clothing Sales,Clothing,Nicaragua,Chinandega,74,F,True,2000.0,NIO,100,lender,partner,1.0,False,77.0
577,es,paid,1050,Personal Products Sales,Retail,Peru,Pucallpa-ucayali,72,F,True,3000.0,PEN,1050,partner,shared,1.0,False,120.0
578,,paid,1050,Animal Sales,Agriculture,Peru,"Puno, Puno",72,F,True,3000.0,PEN,1050,partner,shared,1.0,False,128.0
579,,paid,750,Cereals,Food,Peru,Ayacucho,70,F,True,2100.0,PEN,750,partner,partner,1.0,False,125.0
580,,paid,300,Animal Sales,Agriculture,Peru,"Puno, Puno",72,F,True,850.0,PEN,300,partner,shared,1.0,False,157.0
581,en,paid,175,Soft Drinks,Food,Philippines,"Brgy.roxas, Solano,nueva Vizcaya",123,F,True,8000.0,PHP,175,partner,shared,1.0,False,112.0
582,en,paid,125,Food Production/Sales,Food,Philippines,"Villa Coloma, Bagabag, Nueva Vizcaya",123,F,True,5000.0,PHP,125,partner,shared,1.0,False,120.0
583,en,paid,150,Farming,Agriculture,Philippines,"Veruela, Agusan Del Sur",125,M,True,6000.0,PHP,150,partner,partner,1.0,False,113.0
584,en,paid,500,Butcher Shop,Food,Azerbaijan,Beylagan,31,M,True,500.0,USD,500,partner,none,1.0,False,367.0
585,es,paid,675,Retail,Retail,Guatemala,Retalhuleu,55,F,True,675.0,USD,675,partner,none,2.0,False,366.0
586,en,paid,225,Crafts,Arts,Afghanistan,Kabul,34,F,True,225.0,USD,225,partner,none,2.0,False,236.0
587,en,paid,700,Food Production/Sales,Food,Cambodia,Siem Reap Province,9,F,True,700.0,USD,700,partner,none,2.0,False,566.0
588,,paid,475,Crafts,Arts,Mexico,"Mérida, Yucatán",16,F,True,475.0,USD,475,partner,none,1.0,False,170.0
589,,paid,650,Home Products Sales,Retail,Ecuador,Guayaquil,7,M,True,650.0,USD,650,partner,none,1.0,False,180.0
590,,paid,275,Food Production/Sales,Food,Mexico,"García, Nuevo León",16,F,True,275.0,USD,275,partner,none,1.0,False,109.0
591,,paid,750,Electronics Repair,Services,Mexico,"Guadalupe, Nuevo Leon",16,M,True,750.0,USD,750,partner,none,1.0,False,171.0
592,,paid,650,Food Production/Sales,Food,Ecuador,Guayaquil,7,M,True,650.0,USD,650,partner,none,2.0,False,181.0
593,es,paid,650,Cattle,Agriculture,Ecuador,Isidro Ayora,7,M,True,650.0,USD,650,lender,none,2.0,False,205.0
594,en,paid,800,Clothing Sales,Clothing,Tajikistan,Khujand,47,M,True,800.0,USD,800,partner,none,2.0,False,292.0
595,,paid,600,Agriculture,Agriculture,Togo,Gapé,22,F,True,600.0,USD,600,partner,none,1.0,False,592.0
596,en,paid,400,Clothing Sales,Clothing,Ukraine,Melitopol,26,F,True,400.0,USD,400,partner,none,1.0,False,175.0
597,,paid,1200,Hardware,Retail,Togo,Gapé,22,M,True,1200.0,USD,1200,partner,none,1.0,False,531.0
598,fr,paid,800,Agriculture,Agriculture,Togo,Gapé,22,F,True,800.0,USD,800,partner,none,1.0,False,591.0
599,en,paid,1000,Grocery Store,Food,Cambodia,Pon-nhea Leu District,61,F,True,1000.0,USD,1000,partner,none,2.0,False,259.0
600,es,paid,200,Barber Shop,Services,Paraguay,Caaguazú,58,M,True,200.0,USD,200,partner,none,1.0,False,145.0
